"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"1987-M12","1987 December","T001013","Cerrillos",34.2,,
"1987-M12","1987 December","T001014","Juan Fernández",24,,
"1987-M12","1987 December","T001016","General Freire",33.4,,
"1987-M12","1987 December","T001017","Bernardo O'Higgins",33.7,,
"1987-M12","1987 December","T001018","Carriel Sur",25.2,,
"1987-M12","1987 December","T001019","Maquehue",30.2,,
"1987-M12","1987 December","T001020","Pichoy",29.2,,
"1987-M12","1987 December","T001021","Cañal Bajo",28,,
"1987-M12","1987 December","T001022","El Tepual",25,,
"1987-M12","1987 December","T001023","Teniente Vidal",26.9,,
"1987-M12","1987 December","T001024","Balmaceda",25.6,,
"1987-M12","1987 December","T001025","Pdte. Carlos Ibáñez",19.8,,
"1987-M12","1987 December","T001026","Eduardo Frei Montalva",6.9,,
"1988-M01","1988 January","T001001","Chacalluta",26.6,,
"1988-M01","1988 January","T001002","Diego Aracena",26.4,,
"1988-M01","1988 January","T001003","Cerro Moreno",23.7,,
"1988-M01","1988 January","T001004","Mataveri",28.5,,
"1988-M01","1988 January","T001005","Chamonate",29.7,,
"1988-M01","1988 January","T001006","Vallenar",28.6,,
"1988-M01","1988 January","T001007","La Florida",22.4,,
"1988-M01","1988 January","T001009","Punta Ángeles",24.2,,
"1988-M01","1988 January","T001011","Quinta Normal",32.6,,
"1988-M01","1988 January","T001012","Arturo Merino Benítezl",32,,
"1988-M01","1988 January","T001013","Cerrillos",32.7,,
"1988-M01","1988 January","T001014","Juan Fernández",23.4,,
"1988-M01","1988 January","T001016","General Freire",33.5,,
"1988-M01","1988 January","T001017","Bernardo O'Higgins",35.9,,
"1988-M01","1988 January","T001018","Carriel Sur",26,,
"1988-M01","1988 January","T001019","Maquehue",32.5,,
"1988-M01","1988 January","T001020","Pichoy",31.5,,
"1988-M01","1988 January","T001021","Cañal Bajo",31.4,,
"1988-M01","1988 January","T001022","El Tepual",22.8,,
"1988-M01","1988 January","T001023","Teniente Vidal",28.3,,
"1988-M01","1988 January","T001024","Balmaceda",27.3,,
"1988-M01","1988 January","T001025","Pdte. Carlos Ibáñez",17.2,,
"1988-M01","1988 January","T001026","Eduardo Frei Montalva",4.6,,
"1988-M02","1988 February","T001001","Chacalluta",28.2,,
"1988-M02","1988 February","T001002","Diego Aracena",27.8,,
"1988-M02","1988 February","T001003","Cerro Moreno",24.5,,
"1988-M02","1988 February","T001004","Mataveri",28.6,,
"1988-M02","1988 February","T001005","Chamonate",30.5,,
"1988-M02","1988 February","T001006","Vallenar",29.1,,
"1988-M02","1988 February","T001007","La Florida",23.2,,
"1988-M02","1988 February","T001009","Punta Ángeles",22.4,,
"1988-M02","1988 February","T001011","Quinta Normal",34.4,,
"1988-M02","1988 February","T001012","Arturo Merino Benítezl",34.7,,
"1988-M02","1988 February","T001013","Cerrillos",34.2,,
"1988-M02","1988 February","T001014","Juan Fernández",23.8,,
"1988-M02","1988 February","T001016","General Freire",32.4,,
"1988-M02","1988 February","T001017","Bernardo O'Higgins",36.2,,
"1988-M02","1988 February","T001018","Carriel Sur",27.4,,
"1988-M02","1988 February","T001019","Maquehue",35,,
"1988-M02","1988 February","T001020","Pichoy",32.5,,
"1988-M02","1988 February","T001021","Cañal Bajo",31.2,,
"1988-M02","1988 February","T001022","El Tepual",25.3,,
"1988-M02","1988 February","T001023","Teniente Vidal",29.4,,
"1988-M02","1988 February","T001024","Balmaceda",27.6,,
"1988-M02","1988 February","T001025","Pdte. Carlos Ibáñez",23,,
"1988-M02","1988 February","T001026","Eduardo Frei Montalva",5.8,,
"1988-M03","1988 March","T001001","Chacalluta",27,,
"1988-M03","1988 March","T001002","Diego Aracena",28,,
"1988-M03","1988 March","T001003","Cerro Moreno",24.2,,
"1988-M03","1988 March","T001004","Mataveri",28.1,,
"1988-M03","1988 March","T001005","Chamonate",30.2,,
"1988-M03","1988 March","T001006","Vallenar",29.6,,
"1988-M03","1988 March","T001007","La Florida",25.4,,
"1988-M03","1988 March","T001009","Punta Ángeles",21,,
"1988-M03","1988 March","T001011","Quinta Normal",31.4,,
"1988-M03","1988 March","T001012","Arturo Merino Benítezl",31.8,,
"1988-M03","1988 March","T001013","Cerrillos",31.2,,
"1988-M03","1988 March","T001014","Juan Fernández",26,,
"1988-M03","1988 March","T001016","General Freire",29.8,,
"1988-M03","1988 March","T001017","Bernardo O'Higgins",29.9,,
"1988-M03","1988 March","T001018","Carriel Sur",25.9,,
"1988-M03","1988 March","T001019","Maquehue",28,,
"1988-M03","1988 March","T001020","Pichoy",25.7,,
"1988-M03","1988 March","T001021","Cañal Bajo",28.9,,
"1988-M03","1988 March","T001022","El Tepual",27.8,,
"1988-M03","1988 March","T001023","Teniente Vidal",25.5,,
"1988-M03","1988 March","T001024","Balmaceda",25.6,,
"1988-M03","1988 March","T001025","Pdte. Carlos Ibáñez",24.8,,
"1988-M03","1988 March","T001026","Eduardo Frei Montalva",6.9,,
"1988-M04","1988 April","T001001","Chacalluta",25.8,,
"1988-M04","1988 April","T001002","Diego Aracena",26.8,,
"1988-M04","1988 April","T001003","Cerro Moreno",23,,
"1988-M04","1988 April","T001004","Mataveri",26.5,,
"1988-M04","1988 April","T001005","Chamonate",27,,
"1988-M04","1988 April","T001006","Vallenar",27.8,,
"1988-M04","1988 April","T001007","La Florida",21.5,,
"1988-M04","1988 April","T001009","Punta Ángeles",18.2,,
"1988-M04","1988 April","T001011","Quinta Normal",30.8,,
"1988-M04","1988 April","T001012","Arturo Merino Benítezl",31,,
"1988-M04","1988 April","T001013","Cerrillos",30.6,,
"1988-M04","1988 April","T001014","Juan Fernández",24.6,,
"1988-M04","1988 April","T001016","General Freire",29,,
"1988-M04","1988 April","T001017","Bernardo O'Higgins",27.6,,
"1988-M04","1988 April","T001018","Carriel Sur",27,,
"1988-M04","1988 April","T001019","Maquehue",25.2,,
"1988-M04","1988 April","T001020","Pichoy",25.2,,
"1988-M04","1988 April","T001021","Cañal Bajo",24.2,,
"1988-M04","1988 April","T001022","El Tepual",21.8,,
"1988-M04","1988 April","T001023","Teniente Vidal",19.2,,
"1988-M04","1988 April","T001024","Balmaceda",17.7,,
"1988-M04","1988 April","T001025","Pdte. Carlos Ibáñez",15,,
"1988-M04","1988 April","T001026","Eduardo Frei Montalva",2.8,,
"1988-M05","1988 May","T001001","Chacalluta",22.8,,
"1988-M05","1988 May","T001002","Diego Aracena",22.8,,
"1988-M05","1988 May","T001003","Cerro Moreno",20.7,,
"1988-M05","1988 May","T001004","Mataveri",24.8,,
"1988-M05","1988 May","T001005","Chamonate",24.7,,
"1988-M05","1988 May","T001009","Punta Ángeles",22.2,,
"1988-M05","1988 May","T001011","Quinta Normal",23.6,,
"1988-M05","1988 May","T001012","Arturo Merino Benítezl",23,,
"1988-M05","1988 May","T001013","Cerrillos",23.4,,
"1988-M05","1988 May","T001014","Juan Fernández",21,,
"1988-M05","1988 May","T001016","General Freire",22.2,,
"1988-M05","1988 May","T001017","Bernardo O'Higgins",20.4,,
"1988-M05","1988 May","T001018","Carriel Sur",19,,
"1988-M05","1988 May","T001019","Maquehue",20.2,,
"1988-M05","1988 May","T001020","Pichoy",17.6,,
"1988-M05","1988 May","T001021","Cañal Bajo",18.8,,
"1988-M05","1988 May","T001022","El Tepual",16.8,,
"1988-M05","1988 May","T001023","Teniente Vidal",15.4,,
"1988-M05","1988 May","T001024","Balmaceda",14.2,,
"1988-M05","1988 May","T001025","Pdte. Carlos Ibáñez",13.3,,
"1988-M05","1988 May","T001026","Eduardo Frei Montalva",2.2,,
"1988-M06","1988 June","T001001","Chacalluta",19.4,,
"1988-M06","1988 June","T001002","Diego Aracena",20.4,,
"1988-M06","1988 June","T001003","Cerro Moreno",19,,
"1988-M06","1988 June","T001004","Mataveri",24,,
"1988-M06","1988 June","T001005","Chamonate",25.1,,
"1988-M06","1988 June","T001006","Vallenar",27.2,,
"1988-M06","1988 June","T001007","La Florida",19.5,,
"1988-M06","1988 June","T001009","Punta Ángeles",17.8,,
"1988-M06","1988 June","T001011","Quinta Normal",22.4,,
"1988-M06","1988 June","T001012","Arturo Merino Benítezl",22.2,,
"1988-M06","1988 June","T001013","Cerrillos",21.7,,
"1988-M06","1988 June","T001014","Juan Fernández",19.2,,
"1988-M06","1988 June","T001016","General Freire",18.5,,
"1988-M06","1988 June","T001017","Bernardo O'Higgins",16.8,,
"1988-M06","1988 June","T001018","Carriel Sur",15.4,,
"1988-M06","1988 June","T001019","Maquehue",14.4,,
"1988-M06","1988 June","T001020","Pichoy",14,,
"1988-M06","1988 June","T001021","Cañal Bajo",14.1,,
"1988-M06","1988 June","T001022","El Tepual",13.2,,
"1988-M06","1988 June","T001023","Teniente Vidal",12.6,,
"1988-M06","1988 June","T001024","Balmaceda",10.2,,
"1988-M06","1988 June","T001025","Pdte. Carlos Ibáñez",10.2,,
"1988-M06","1988 June","T001026","Eduardo Frei Montalva",1.7,,
"1988-M07","1988 July","T001001","Chacalluta",18.8,,
"1988-M07","1988 July","T001002","Diego Aracena",18.8,,
"1988-M07","1988 July","T001003","Cerro Moreno",18.8,,
"1988-M07","1988 July","T001004","Mataveri",22.6,,
"1988-M07","1988 July","T001005","Chamonate",27.4,,
"1988-M07","1988 July","T001006","Vallenar",28.8,,
"1988-M07","1988 July","T001007","La Florida",18.5,,
"1988-M07","1988 July","T001009","Punta Ángeles",20.1,,
"1988-M07","1988 July","T001011","Quinta Normal",24.5,,
"1988-M07","1988 July","T001012","Arturo Merino Benítezl",24.6,,
"1988-M07","1988 July","T001013","Cerrillos",25.1,,
"1988-M07","1988 July","T001014","Juan Fernández",17.6,,
"1988-M07","1988 July","T001016","General Freire",17.6,,
"1988-M07","1988 July","T001017","Bernardo O'Higgins",17.7,,
"1988-M07","1988 July","T001018","Carriel Sur",17.4,,
"1988-M07","1988 July","T001019","Maquehue",15,,
"1988-M07","1988 July","T001020","Pichoy",14.7,,
"1988-M07","1988 July","T001021","Cañal Bajo",15.2,,
"1988-M07","1988 July","T001022","El Tepual",16.5,,
"1988-M07","1988 July","T001023","Teniente Vidal",11,,
"1988-M07","1988 July","T001024","Balmaceda",9,,
"1988-M07","1988 July","T001025","Pdte. Carlos Ibáñez",9.4,,
"1988-M07","1988 July","T001026","Eduardo Frei Montalva",0.7,,
"1988-M08","1988 August","T001001","Chacalluta",19.4,,
"1988-M08","1988 August","T001002","Diego Aracena",19.5,,
"1988-M08","1988 August","T001003","Cerro Moreno",21.6,,
"1988-M08","1988 August","T001004","Mataveri",22.7,,
"1988-M08","1988 August","T001005","Chamonate",34,,
"1988-M08","1988 August","T001006","Vallenar",33.4,,
"1988-M08","1988 August","T001007","La Florida",24,,
"1988-M08","1988 August","T001009","Punta Ángeles",21.6,,
"1988-M08","1988 August","T001011","Quinta Normal",27.1,,
"1988-M08","1988 August","T001012","Arturo Merino Benítezl",25.3,,
"1988-M08","1988 August","T001013","Cerrillos",26.4,,
"1988-M08","1988 August","T001014","Juan Fernández",19.4,,
"1988-M08","1988 August","T001016","General Freire",23.4,,
"1988-M08","1988 August","T001017","Bernardo O'Higgins",18.2,,
"1988-M08","1988 August","T001018","Carriel Sur",21.8,,
"1988-M08","1988 August","T001019","Maquehue",21.4,,
"1988-M08","1988 August","T001020","Pichoy",19.1,,
"1988-M08","1988 August","T001021","Cañal Bajo",17.2,,
"1988-M08","1988 August","T001022","El Tepual",15,,
"1988-M08","1988 August","T001023","Teniente Vidal",10.4,,
"1988-M08","1988 August","T001024","Balmaceda",10.6,,
"1988-M08","1988 August","T001025","Pdte. Carlos Ibáñez",10.4,,
"1988-M08","1988 August","T001026","Eduardo Frei Montalva",0,,
"1988-M09","1988 September","T001001","Chacalluta",20.4,,
"1988-M09","1988 September","T001002","Diego Aracena",20.8,,
"1988-M09","1988 September","T001003","Cerro Moreno",22,,
"1988-M09","1988 September","T001004","Mataveri",22.6,,
"1988-M09","1988 September","T001005","Chamonate",31.4,,
"1988-M09","1988 September","T001006","Vallenar",33.2,,
"1988-M09","1988 September","T001007","La Florida",20.5,,
"1988-M09","1988 September","T001011","Quinta Normal",28.8,,
"1988-M09","1988 September","T001012","Arturo Merino Benítezl",29.2,,
"1988-M09","1988 September","T001013","Cerrillos",27.8,,
"1988-M09","1988 September","T001014","Juan Fernández",16.8,,
"1988-M09","1988 September","T001016","General Freire",26.2,,
"1988-M09","1988 September","T001017","Bernardo O'Higgins",24.2,,
"1988-M09","1988 September","T001018","Carriel Sur",19.4,,
"1988-M09","1988 September","T001019","Maquehue",23.4,,
"1988-M09","1988 September","T001020","Pichoy",22.3,,
"1988-M09","1988 September","T001021","Cañal Bajo",21.4,,
"1988-M09","1988 September","T001022","El Tepual",19.4,,
"1988-M09","1988 September","T001023","Teniente Vidal",18,,
"1988-M09","1988 September","T001024","Balmaceda",16.4,,
"1988-M09","1988 September","T001025","Pdte. Carlos Ibáñez",14.5,,
"1988-M09","1988 September","T001026","Eduardo Frei Montalva",0.8,,
"1988-M10","1988 October","T001001","Chacalluta",21.8,,
"1988-M10","1988 October","T001002","Diego Aracena",22.1,,
"1988-M10","1988 October","T001003","Cerro Moreno",19.4,,
"1988-M10","1988 October","T001004","Mataveri",23.6,,
"1988-M10","1988 October","T001005","Chamonate",26.7,,
"1988-M10","1988 October","T001006","Vallenar",26.8,,
"1988-M10","1988 October","T001007","La Florida",19.7,,
"1988-M10","1988 October","T001011","Quinta Normal",31.3,,
"1988-M10","1988 October","T001012","Arturo Merino Benítezl",31.6,,
"1988-M10","1988 October","T001013","Cerrillos",30.8,,
"1988-M10","1988 October","T001014","Juan Fernández",17.8,,
"1988-M10","1988 October","T001016","General Freire",26.7,,
"1988-M10","1988 October","T001017","Bernardo O'Higgins",26.2,,
"1988-M10","1988 October","T001018","Carriel Sur",19.4,,
"1988-M10","1988 October","T001019","Maquehue",21.2,,
"1988-M10","1988 October","T001020","Pichoy",22,,
"1988-M10","1988 October","T001021","Cañal Bajo",21.7,,
"1988-M10","1988 October","T001022","El Tepual",20.8,,
"1988-M10","1988 October","T001023","Teniente Vidal",21.4,,
"1988-M10","1988 October","T001024","Balmaceda",19.4,,
"1988-M10","1988 October","T001025","Pdte. Carlos Ibáñez",16.3,,
"1988-M10","1988 October","T001026","Eduardo Frei Montalva",4.2,,
"1988-M11","1988 November","T001001","Chacalluta",24.2,,
"1988-M11","1988 November","T001002","Diego Aracena",24.3,,
"1988-M11","1988 November","T001003","Cerro Moreno",22.7,,
"1988-M11","1988 November","T001004","Mataveri",25.8,,
"1988-M11","1988 November","T001005","Chamonate",27.1,,
"1988-M11","1988 November","T001006","Vallenar",29.8,,
"1988-M11","1988 November","T001007","La Florida",21.5,,
"1988-M11","1988 November","T001011","Quinta Normal",33.6,,
"1988-M11","1988 November","T001012","Arturo Merino Benítezl",33.6,,
"1988-M11","1988 November","T001013","Cerrillos",33.1,,
"1988-M11","1988 November","T001014","Juan Fernández",21.2,,
"1988-M11","1988 November","T001016","General Freire",29.2,,
"1988-M11","1988 November","T001017","Bernardo O'Higgins",29,,
"1988-M11","1988 November","T001018","Carriel Sur",23.6,,
"1988-M11","1988 November","T001019","Maquehue",26.4,,
"1988-M11","1988 November","T001020","Pichoy",25.6,,
"1988-M11","1988 November","T001021","Cañal Bajo",24.2,,
"1988-M11","1988 November","T001022","El Tepual",20.6,,
"1988-M11","1988 November","T001023","Teniente Vidal",24.8,,
"1988-M11","1988 November","T001024","Balmaceda",22.8,,
"1988-M11","1988 November","T001025","Pdte. Carlos Ibáñez",16.6,,
"1988-M11","1988 November","T001026","Eduardo Frei Montalva",2.9,,
"1988-M12","1988 December","T001001","Chacalluta",24.8,,
"1988-M12","1988 December","T001002","Diego Aracena",25,,
"1988-M12","1988 December","T001003","Cerro Moreno",22.7,,
"1988-M12","1988 December","T001004","Mataveri",27,,
"1988-M12","1988 December","T001005","Chamonate",29,,
"1988-M12","1988 December","T001006","Vallenar",28.8,,
"1988-M12","1988 December","T001007","La Florida",20.8,,
"1988-M12","1988 December","T001009","Punta Ángeles",22.8,,
"1988-M12","1988 December","T001011","Quinta Normal",33.6,,
"1988-M12","1988 December","T001012","Arturo Merino Benítezl",33,,
"1988-M12","1988 December","T001013","Cerrillos",32.6,,
"1988-M12","1988 December","T001014","Juan Fernández",22.2,,
"1988-M12","1988 December","T001016","General Freire",33.3,,
"1988-M12","1988 December","T001017","Bernardo O'Higgins",33.3,,
"1988-M12","1988 December","T001018","Carriel Sur",25.4,,
"1988-M12","1988 December","T001019","Maquehue",28.4,,
"1988-M12","1988 December","T001020","Pichoy",27.6,,
"1988-M12","1988 December","T001021","Cañal Bajo",28.8,,
"1988-M12","1988 December","T001022","El Tepual",25.5,,
"1988-M12","1988 December","T001023","Teniente Vidal",23.6,,
"1988-M12","1988 December","T001024","Balmaceda",20.6,,
"1988-M12","1988 December","T001025","Pdte. Carlos Ibáñez",20.5,,
"1988-M12","1988 December","T001026","Eduardo Frei Montalva",6.6,,
"1989-M01","1989 January","T001001","Chacalluta",26.8,,
"1989-M01","1989 January","T001002","Diego Aracena",27,,
"1989-M01","1989 January","T001003","Cerro Moreno",26.3,,
"1989-M01","1989 January","T001004","Mataveri",29,,
"1989-M01","1989 January","T001005","Chamonate",32,,
"1989-M01","1989 January","T001006","Vallenar",28.6,,
"1989-M01","1989 January","T001007","La Florida",25,,
"1989-M01","1989 January","T001009","Punta Ángeles",24.2,,
"1989-M01","1989 January","T001011","Quinta Normal",34.6,,
"1989-M01","1989 January","T001012","Arturo Merino Benítezl",34.5,,
"1989-M01","1989 January","T001013","Cerrillos",34.2,,
"1989-M01","1989 January","T001014","Juan Fernández",26.7,,
"1989-M01","1989 January","T001016","General Freire",34,,
"1989-M01","1989 January","T001017","Bernardo O'Higgins",35.4,,
"1989-M01","1989 January","T001018","Carriel Sur",27.8,,
"1989-M01","1989 January","T001019","Maquehue",30.6,,
"1989-M01","1989 January","T001020","Pichoy",32.5,,
"1989-M01","1989 January","T001021","Cañal Bajo",31,,
"1989-M01","1989 January","T001022","El Tepual",31,,
"1989-M01","1989 January","T001023","Teniente Vidal",29.1,,
"1989-M01","1989 January","T001024","Balmaceda",28,,
"1989-M01","1989 January","T001025","Pdte. Carlos Ibáñez",18.1,,
"1989-M01","1989 January","T001026","Eduardo Frei Montalva",6.7,,
