"DTI_CL_MES","Month","DTI_CL_ESTACIONES_METEO","DMC weather stations","Value","Flag Codes","Flags"
"2020-M04","2020 April","T001015","Graneros",32.3,,
"2020-M05","2020 May","T001015","Graneros",29,,
"2020-M06","2020 June","T001015","Graneros",24.3,,
"2020-M07","2020 July","T001015","Graneros",24,,
"2020-M08","2020 August","T001015","Graneros",27.1,,
"2020-M09","2020 September","T001015","Graneros",29.1,,
"2020-M10","2020 October","T001015","Graneros",30.8,,
"2020-M11","2020 November","T001015","Graneros",31.5,,
"2020-M12","2020 December","T001015","Graneros",33,,
"2020-M01","2020 January","T001016","General Freire",36,,
"2020-M02","2020 February","T001016","General Freire",35.4,,
"2020-M03","2020 March","T001016","General Freire",33.8,,
"2020-M04","2020 April","T001016","General Freire",29,,
"2020-M05","2020 May","T001016","General Freire",24.2,,
"2020-M06","2020 June","T001016","General Freire",17.8,,
"2020-M07","2020 July","T001016","General Freire",19.8,,
"2020-M08","2020 August","T001016","General Freire",23,,
"2020-M09","2020 September","T001016","General Freire",25.6,,
"2020-M10","2020 October","T001016","General Freire",29.6,,
"2020-M11","2020 November","T001016","General Freire",30.3,,
"2020-M12","2020 December","T001016","General Freire",33,,
"2020-M01","2020 January","T001017","Bernardo O'Higgins",35.9,,
"2020-M02","2020 February","T001017","Bernardo O'Higgins",37.2,,
"2020-M03","2020 March","T001017","Bernardo O'Higgins",34.8,,
"2020-M04","2020 April","T001017","Bernardo O'Higgins",31.4,,
"2020-M05","2020 May","T001017","Bernardo O'Higgins",23.3,,
"2020-M06","2020 June","T001017","Bernardo O'Higgins",14.9,,
"2020-M07","2020 July","T001017","Bernardo O'Higgins",17.3,,
"2020-M08","2020 August","T001017","Bernardo O'Higgins",21.4,,
"2020-M09","2020 September","T001017","Bernardo O'Higgins",24.4,,
"2020-M10","2020 October","T001017","Bernardo O'Higgins",29.8,,
"2020-M11","2020 November","T001017","Bernardo O'Higgins",30.2,,
"2020-M12","2020 December","T001017","Bernardo O'Higgins",33.3,,
"2020-M01","2020 January","T001018","Carriel Sur",26.6,,
"2020-M02","2020 February","T001018","Carriel Sur",27,,
"2020-M03","2020 March","T001018","Carriel Sur",24.5,,
"2020-M04","2020 April","T001018","Carriel Sur",24.8,,
"2020-M05","2020 May","T001018","Carriel Sur",21.2,,
"2020-M06","2020 June","T001018","Carriel Sur",17.4,,
"2020-M07","2020 July","T001018","Carriel Sur",15.6,,
"2020-M08","2020 August","T001018","Carriel Sur",22.1,,
"2020-M09","2020 September","T001018","Carriel Sur",24.8,,
"2020-M10","2020 October","T001018","Carriel Sur",24.2,,
"2020-M11","2020 November","T001018","Carriel Sur",22,,
"2020-M12","2020 December","T001018","Carriel Sur",24.5,,
"2020-M01","2020 January","T001019","Maquehue",32.9,,
"2020-M02","2020 February","T001019","Maquehue",37.5,,
"2020-M03","2020 March","T001019","Maquehue",31.6,,
"2020-M04","2020 April","T001019","Maquehue",29.3,,
"2020-M05","2020 May","T001019","Maquehue",21.4,,
"2020-M06","2020 June","T001019","Maquehue",17.4,,
"2020-M07","2020 July","T001019","Maquehue",16.3,,
"2020-M08","2020 August","T001019","Maquehue",19.8,,
"2020-M09","2020 September","T001019","Maquehue",22.5,,
"2020-M10","2020 October","T001019","Maquehue",27.8,,
"2020-M11","2020 November","T001019","Maquehue",25.8,,
"2020-M12","2020 December","T001019","Maquehue",27.8,,
"2020-M01","2020 January","T001020","Pichoy",31.3,,
"2020-M02","2020 February","T001020","Pichoy",32.5,,
"2020-M03","2020 March","T001020","Pichoy",29.6,,
"2020-M04","2020 April","T001020","Pichoy",25.6,,
"2020-M05","2020 May","T001020","Pichoy",19.4,,
"2020-M06","2020 June","T001020","Pichoy",15.3,,
"2020-M07","2020 July","T001020","Pichoy",14.1,,
"2020-M08","2020 August","T001020","Pichoy",17.1,,
"2020-M09","2020 September","T001020","Pichoy",20.3,,
"2020-M10","2020 October","T001020","Pichoy",28.1,,
"2020-M11","2020 November","T001020","Pichoy",25.5,,
"2020-M12","2020 December","T001020","Pichoy",29.4,,
"2020-M01","2020 January","T001021","Cañal Bajo",28.2,,
"2020-M02","2020 February","T001021","Cañal Bajo",30.8,,
"2020-M03","2020 March","T001021","Cañal Bajo",27.3,,
"2020-M04","2020 April","T001021","Cañal Bajo",25.6,,
"2020-M05","2020 May","T001021","Cañal Bajo",18.9,,
"2020-M06","2020 June","T001021","Cañal Bajo",15.2,,
"2020-M07","2020 July","T001021","Cañal Bajo",13.9,,
"2020-M08","2020 August","T001021","Cañal Bajo",15.6,,
"2020-M09","2020 September","T001021","Cañal Bajo",18.3,,
"2020-M10","2020 October","T001021","Cañal Bajo",24.6,,
"2020-M11","2020 November","T001021","Cañal Bajo",27.6,,
"2020-M12","2020 December","T001021","Cañal Bajo",27.4,,
"2020-M01","2020 January","T001022","El Tepual",25.5,,
"2020-M02","2020 February","T001022","El Tepual",29.4,,
"2020-M03","2020 March","T001022","El Tepual",24.9,,
"2020-M04","2020 April","T001022","El Tepual",24.1,,
"2020-M05","2020 May","T001022","El Tepual",17.6,,
"2020-M06","2020 June","T001022","El Tepual",14.6,,
"2020-M07","2020 July","T001022","El Tepual",12.8,,
"2020-M08","2020 August","T001022","El Tepual",14,,
"2020-M09","2020 September","T001022","El Tepual",18.2,,
"2020-M10","2020 October","T001022","El Tepual",19.2,,
"2020-M11","2020 November","T001022","El Tepual",23.1,,
"2020-M12","2020 December","T001022","El Tepual",23.2,,
"2020-M01","2020 January","T001023","Teniente Vidal",29.6,,
"2020-M02","2020 February","T001023","Teniente Vidal",28.8,,
"2020-M03","2020 March","T001023","Teniente Vidal",27.5,,
"2020-M04","2020 April","T001023","Teniente Vidal",21.5,,
"2020-M05","2020 May","T001023","Teniente Vidal",16.9,,
"2020-M06","2020 June","T001023","Teniente Vidal",12.2,,
"2020-M07","2020 July","T001023","Teniente Vidal",9.4,,
"2020-M08","2020 August","T001023","Teniente Vidal",15.8,,
"2020-M09","2020 September","T001023","Teniente Vidal",18.6,,
"2020-M10","2020 October","T001023","Teniente Vidal",26.5,,
"2020-M11","2020 November","T001023","Teniente Vidal",27.4,,
"2020-M12","2020 December","T001023","Teniente Vidal",27.7,,
"2020-M01","2020 January","T001024","Balmaceda",28.5,,
"2020-M02","2020 February","T001024","Balmaceda",27.2,,
"2020-M03","2020 March","T001024","Balmaceda",26.5,,
"2020-M04","2020 April","T001024","Balmaceda",22.3,,
"2020-M05","2020 May","T001024","Balmaceda",14.6,,
"2020-M06","2020 June","T001024","Balmaceda",11.3,,
"2020-M07","2020 July","T001024","Balmaceda",6.9,,
"2020-M08","2020 August","T001024","Balmaceda",13.1,,
"2020-M09","2020 September","T001024","Balmaceda",16.5,,
"2020-M10","2020 October","T001024","Balmaceda",25.2,,
"2020-M11","2020 November","T001024","Balmaceda",26,,
"2020-M12","2020 December","T001024","Balmaceda",27,,
"2020-M01","2020 January","T001025","Pdte. Carlos Ibáñez",22.2,,
"2020-M02","2020 February","T001025","Pdte. Carlos Ibáñez",25.2,,
"2020-M03","2020 March","T001025","Pdte. Carlos Ibáñez",22.8,,
"2020-M04","2020 April","T001025","Pdte. Carlos Ibáñez",22.5,,
"2020-M05","2020 May","T001025","Pdte. Carlos Ibáñez",11.8,,
"2020-M06","2020 June","T001025","Pdte. Carlos Ibáñez",10.2,,
"2020-M07","2020 July","T001025","Pdte. Carlos Ibáñez",6.4,,
"2020-M08","2020 August","T001025","Pdte. Carlos Ibáñez",9.1,,
"2020-M09","2020 September","T001025","Pdte. Carlos Ibáñez",12.8,,
"2020-M10","2020 October","T001025","Pdte. Carlos Ibáñez",15.8,,
"2020-M11","2020 November","T001025","Pdte. Carlos Ibáñez",18.9,,
"2020-M12","2020 December","T001025","Pdte. Carlos Ibáñez",21.4,,
"2020-M01","2020 January","T001026","Eduardo Frei Montalva",6.4,,
"2020-M02","2020 February","T001026","Eduardo Frei Montalva",7.2,,
"2020-M03","2020 March","T001026","Eduardo Frei Montalva",4.9,,
"2020-M04","2020 April","T001026","Eduardo Frei Montalva",4.3,,
"2020-M05","2020 May","T001026","Eduardo Frei Montalva",2.4,,
"2020-M06","2020 June","T001026","Eduardo Frei Montalva",2.2,,
"2020-M07","2020 July","T001026","Eduardo Frei Montalva",1.3,,
"2020-M08","2020 August","T001026","Eduardo Frei Montalva",1.6,,
"2020-M09","2020 September","T001026","Eduardo Frei Montalva",0.8,,
"2020-M10","2020 October","T001026","Eduardo Frei Montalva",0.3,,
"2020-M11","2020 November","T001026","Eduardo Frei Montalva",2,,
"2020-M12","2020 December","T001026","Eduardo Frei Montalva",4.4,,
"2020-M01","2020 January","T001028","El Loa",31.2,,
"2020-M02","2020 February","T001028","El Loa",27.7,,
"2020-M03","2020 March","T001028","El Loa",28.2,,
"2020-M04","2020 April","T001028","El Loa",27.3,,
"2020-M05","2020 May","T001028","El Loa",28.8,,
"2020-M06","2020 June","T001028","El Loa",24.3,,
"2020-M07","2020 July","T001028","El Loa",24.5,,
"2020-M08","2020 August","T001028","El Loa",26,,
"2020-M09","2020 September","T001028","El Loa",27.2,,
"2020-M10","2020 October","T001028","El Loa",30.4,,
"2020-M11","2020 November","T001028","El Loa",27.7,,
"2020-M12","2020 December","T001028","El Loa",26.5,,
"2021-M01","2021 January","T001001","Chacalluta",26.3,,
"2021-M02","2021 February","T001001","Chacalluta",26.4,,
"2021-M03","2021 March","T001001","Chacalluta",26.9,,
"2021-M04","2021 April","T001001","Chacalluta",24.8,,
"2021-M05","2021 May","T001001","Chacalluta",23.5,,
"2021-M06","2021 June","T001001","Chacalluta",20.6,,
"2021-M07","2021 July","T001001","Chacalluta",20.9,,
"2021-M08","2021 August","T001001","Chacalluta",19.8,,
"2021-M09","2021 September","T001001","Chacalluta",19.6,,
"2021-M10","2021 October","T001001","Chacalluta",21,,
"2021-M11","2021 November","T001001","Chacalluta",22.3,,
"2021-M12","2021 December","T001001","Chacalluta",26,,
"2021-M01","2021 January","T001002","Diego Aracena",26.2,,
"2021-M02","2021 February","T001002","Diego Aracena",27.7,,
"2021-M03","2021 March","T001002","Diego Aracena",27.1,,
"2021-M04","2021 April","T001002","Diego Aracena",24.4,,
"2021-M05","2021 May","T001002","Diego Aracena",22.3,,
"2021-M06","2021 June","T001002","Diego Aracena",19.8,,
"2021-M07","2021 July","T001002","Diego Aracena",18.8,,
"2021-M08","2021 August","T001002","Diego Aracena",18.3,,
"2021-M09","2021 September","T001002","Diego Aracena",19.9,,
"2021-M10","2021 October","T001002","Diego Aracena",19.9,,
"2021-M11","2021 November","T001002","Diego Aracena",21.9,,
"2021-M12","2021 December","T001002","Diego Aracena",25.6,,
"2021-M01","2021 January","T001003","Cerro Moreno",23.7,,
"2021-M02","2021 February","T001003","Cerro Moreno",24.2,,
"2021-M03","2021 March","T001003","Cerro Moreno",24.5,,
"2021-M04","2021 April","T001003","Cerro Moreno",21.8,,
"2021-M05","2021 May","T001003","Cerro Moreno",21.1,,
"2021-M06","2021 June","T001003","Cerro Moreno",19.3,,
"2021-M07","2021 July","T001003","Cerro Moreno",19.1,,
"2021-M08","2021 August","T001003","Cerro Moreno",19.3,,
"2021-M09","2021 September","T001003","Cerro Moreno",18.1,,
"2021-M10","2021 October","T001003","Cerro Moreno",18.6,,
"2021-M11","2021 November","T001003","Cerro Moreno",19.6,,
"2021-M12","2021 December","T001003","Cerro Moreno",23.9,,
"2021-M01","2021 January","T001004","Mataveri",29.3,,
"2021-M02","2021 February","T001004","Mataveri",29.3,,
"2021-M03","2021 March","T001004","Mataveri",28.7,,
"2021-M04","2021 April","T001004","Mataveri",27.4,,
"2021-M05","2021 May","T001004","Mataveri",25.2,,
"2021-M06","2021 June","T001004","Mataveri",24.8,,
"2021-M07","2021 July","T001004","Mataveri",24,,
"2021-M08","2021 August","T001004","Mataveri",23.6,,
"2021-M09","2021 September","T001004","Mataveri",23,,
"2021-M10","2021 October","T001004","Mataveri",24.9,,
"2021-M11","2021 November","T001004","Mataveri",26.6,,
"2021-M12","2021 December","T001004","Mataveri",27,,
"2021-M01","2021 January","T001007","La Florida",22.6,,
"2021-M02","2021 February","T001007","La Florida",23.1,,
"2021-M03","2021 March","T001007","La Florida",22.1,,
"2021-M04","2021 April","T001007","La Florida",21.6,,
"2021-M05","2021 May","T001007","La Florida",22,,
"2021-M06","2021 June","T001007","La Florida",18.4,,
"2021-M07","2021 July","T001007","La Florida",18.2,,
"2021-M08","2021 August","T001007","La Florida",21.8,,
"2021-M09","2021 September","T001007","La Florida",20.1,,
"2021-M10","2021 October","T001007","La Florida",20.6,,
"2021-M11","2021 November","T001007","La Florida",20.2,,
"2021-M12","2021 December","T001007","La Florida",23.1,,
"2021-M01","2021 January","T001009","Punta Ángeles",24,,
"2021-M02","2021 February","T001009","Punta Ángeles",23.5,,
"2021-M03","2021 March","T001009","Punta Ángeles",24.5,,
"2021-M04","2021 April","T001009","Punta Ángeles",22,,
"2021-M05","2021 May","T001009","Punta Ángeles",21.7,,
"2021-M06","2021 June","T001009","Punta Ángeles",22.5,,
"2021-M07","2021 July","T001009","Punta Ángeles",18.8,,
"2021-M08","2021 August","T001009","Punta Ángeles",18.5,,
"2021-M09","2021 September","T001009","Punta Ángeles",20.5,,
"2021-M10","2021 October","T001009","Punta Ángeles",24.5,,
"2021-M11","2021 November","T001009","Punta Ángeles",22.5,,
"2021-M12","2021 December","T001009","Punta Ángeles",23,,
"2021-M01","2021 January","T001010","Jardín Botánico",31.2,,
"2021-M02","2021 February","T001010","Jardín Botánico",28.3,,
"2021-M03","2021 March","T001010","Jardín Botánico",28.1,,
"2021-M04","2021 April","T001010","Jardín Botánico",25.1,,
"2021-M05","2021 May","T001010","Jardín Botánico",26.4,,
"2021-M06","2021 June","T001010","Jardín Botánico",26.4,,
"2021-M07","2021 July","T001010","Jardín Botánico",19.2,,
"2021-M08","2021 August","T001010","Jardín Botánico",20.2,,
"2021-M09","2021 September","T001010","Jardín Botánico",25.8,,
"2021-M10","2021 October","T001010","Jardín Botánico",30.2,,
"2021-M11","2021 November","T001010","Jardín Botánico",29.3,,
"2021-M12","2021 December","T001010","Jardín Botánico",29.2,,
"2021-M01","2021 January","T001011","Quinta Normal",33.1,,
"2021-M02","2021 February","T001011","Quinta Normal",33.6,,
"2021-M03","2021 March","T001011","Quinta Normal",33.8,,
"2021-M04","2021 April","T001011","Quinta Normal",31.4,,
"2021-M05","2021 May","T001011","Quinta Normal",27.3,,
"2021-M06","2021 June","T001011","Quinta Normal",25.7,,
"2021-M07","2021 July","T001011","Quinta Normal",27.9,,
"2021-M08","2021 August","T001011","Quinta Normal",27.9,,
"2021-M09","2021 September","T001011","Quinta Normal",32.2,,
"2021-M10","2021 October","T001011","Quinta Normal",33.4,,
"2021-M11","2021 November","T001011","Quinta Normal",33.6,,
"2021-M12","2021 December","T001011","Quinta Normal",34.3,,
"2021-M01","2021 January","T001012","Arturo Merino Benítezl",34.3,,
"2021-M02","2021 February","T001012","Arturo Merino Benítezl",33.8,,
"2021-M03","2021 March","T001012","Arturo Merino Benítezl",34.3,,
"2021-M04","2021 April","T001012","Arturo Merino Benítezl",31.8,,
"2021-M05","2021 May","T001012","Arturo Merino Benítezl",27.2,,
"2021-M06","2021 June","T001012","Arturo Merino Benítezl",24.7,,
"2021-M07","2021 July","T001012","Arturo Merino Benítezl",26.7,,
"2021-M08","2021 August","T001012","Arturo Merino Benítezl",27.3,,
"2021-M09","2021 September","T001012","Arturo Merino Benítezl",32.4,,
"2021-M10","2021 October","T001012","Arturo Merino Benítezl",32.8,,
"2021-M11","2021 November","T001012","Arturo Merino Benítezl",33.2,,
"2021-M12","2021 December","T001012","Arturo Merino Benítezl",34.6,,
"2021-M01","2021 January","T001014","Juan Fernández",23.8,,
"2021-M02","2021 February","T001014","Juan Fernández",23.3,,
"2021-M03","2021 March","T001014","Juan Fernández",26.3,,
"2021-M04","2021 April","T001014","Juan Fernández",22.1,,
"2021-M05","2021 May","T001014","Juan Fernández",18.6,,
"2021-M06","2021 June","T001014","Juan Fernández",21,,
"2021-M07","2021 July","T001014","Juan Fernández",17.5,,
"2021-M08","2021 August","T001014","Juan Fernández",20.4,,
"2021-M09","2021 September","T001014","Juan Fernández",16.8,,
"2021-M10","2021 October","T001014","Juan Fernández",18.1,,
"2021-M11","2021 November","T001014","Juan Fernández",19.8,,
"2021-M12","2021 December","T001014","Juan Fernández",20.7,,
"2021-M01","2021 January","T001015","Graneros",34.1,,
"2021-M02","2021 February","T001015","Graneros",33.9,,
"2021-M03","2021 March","T001015","Graneros",32.8,,
"2021-M04","2021 April","T001015","Graneros",32.1,,
"2021-M05","2021 May","T001015","Graneros",26.8,,
"2021-M06","2021 June","T001015","Graneros",23.8,,
"2021-M07","2021 July","T001015","Graneros",26.2,,
"2021-M08","2021 August","T001015","Graneros",27.7,,
"2021-M09","2021 September","T001015","Graneros",33.9,,
"2021-M10","2021 October","T001015","Graneros",32,,
"2021-M11","2021 November","T001015","Graneros",32.7,,
"2021-M12","2021 December","T001015","Graneros",33.9,,
"2021-M01","2021 January","T001016","General Freire",33.7,,
"2021-M02","2021 February","T001016","General Freire",31.5,,
"2021-M03","2021 March","T001016","General Freire",32.2,,
"2021-M04","2021 April","T001016","General Freire",27.3,,
"2021-M05","2021 May","T001016","General Freire",21.1,,
"2021-M06","2021 June","T001016","General Freire",21.7,,
"2021-M07","2021 July","T001016","General Freire",19.7,,
"2021-M08","2021 August","T001016","General Freire",21.9,,
"2021-M09","2021 September","T001016","General Freire",29.6,,
"2021-M10","2021 October","T001016","General Freire",30,,
"2021-M11","2021 November","T001016","General Freire",31.7,,
"2021-M12","2021 December","T001016","General Freire",36.3,,
"2021-M01","2021 January","T001017","Bernardo O'Higgins",35.9,,
"2021-M02","2021 February","T001017","Bernardo O'Higgins",36.3,,
"2021-M03","2021 March","T001017","Bernardo O'Higgins",32.8,,
"2021-M04","2021 April","T001017","Bernardo O'Higgins",28.8,,
"2021-M05","2021 May","T001017","Bernardo O'Higgins",20.7,,
"2021-M06","2021 June","T001017","Bernardo O'Higgins",18.9,,
"2021-M07","2021 July","T001017","Bernardo O'Higgins",20.1,,
"2021-M08","2021 August","T001017","Bernardo O'Higgins",20.7,,
"2021-M09","2021 September","T001017","Bernardo O'Higgins",26.1,,
"2021-M10","2021 October","T001017","Bernardo O'Higgins",28.1,,
"2021-M11","2021 November","T001017","Bernardo O'Higgins",30.5,,
"2021-M12","2021 December","T001017","Bernardo O'Higgins",36.6,,
"2021-M01","2021 January","T001018","Carriel Sur",26.3,,
"2021-M02","2021 February","T001018","Carriel Sur",24.8,,
"2021-M03","2021 March","T001018","Carriel Sur",24.9,,
"2021-M04","2021 April","T001018","Carriel Sur",23.4,,
"2021-M05","2021 May","T001018","Carriel Sur",19.6,,
"2021-M06","2021 June","T001018","Carriel Sur",17.3,,
"2021-M07","2021 July","T001018","Carriel Sur",21,,
"2021-M08","2021 August","T001018","Carriel Sur",18.9,,
"2021-M09","2021 September","T001018","Carriel Sur",19.9,,
"2021-M10","2021 October","T001018","Carriel Sur",21.3,,
"2021-M11","2021 November","T001018","Carriel Sur",24.1,,
"2021-M12","2021 December","T001018","Carriel Sur",29.7,,
"2021-M01","2021 January","T001019","Maquehue",31.1,,
"2021-M02","2021 February","T001019","Maquehue",38.8,,
"2021-M03","2021 March","T001019","Maquehue",30.9,,
"2021-M04","2021 April","T001019","Maquehue",28.1,,
"2021-M05","2021 May","T001019","Maquehue",20.3,,
"2021-M06","2021 June","T001019","Maquehue",16.9,,
"2021-M07","2021 July","T001019","Maquehue",17.9,,
"2021-M08","2021 August","T001019","Maquehue",19.4,,
"2021-M09","2021 September","T001019","Maquehue",25.2,,
"2021-M10","2021 October","T001019","Maquehue",28.1,,
"2021-M11","2021 November","T001019","Maquehue",25.8,,
"2021-M12","2021 December","T001019","Maquehue",33.9,,
"2021-M01","2021 January","T001020","Pichoy",34.1,,
"2021-M02","2021 February","T001020","Pichoy",37.3,,
"2021-M03","2021 March","T001020","Pichoy",32,,
"2021-M04","2021 April","T001020","Pichoy",25.2,,
"2021-M05","2021 May","T001020","Pichoy",16.5,,
"2021-M06","2021 June","T001020","Pichoy",15.5,,
"2021-M07","2021 July","T001020","Pichoy",13,,
"2021-M08","2021 August","T001020","Pichoy",16.9,,
"2021-M09","2021 September","T001020","Pichoy",22.6,,
"2021-M10","2021 October","T001020","Pichoy",26.8,,
"2021-M11","2021 November","T001020","Pichoy",27.1,,
"2021-M12","2021 December","T001020","Pichoy",32.2,,
"2021-M01","2021 January","T001021","Cañal Bajo",31.4,,
"2021-M02","2021 February","T001021","Cañal Bajo",35.8,,
"2021-M03","2021 March","T001021","Cañal Bajo",31.2,,
"2021-M04","2021 April","T001021","Cañal Bajo",24.3,,
"2021-M05","2021 May","T001021","Cañal Bajo",16.7,,
"2021-M06","2021 June","T001021","Cañal Bajo",17,,
"2021-M07","2021 July","T001021","Cañal Bajo",13.1,,
"2021-M08","2021 August","T001021","Cañal Bajo",16.3,,
"2021-M09","2021 September","T001021","Cañal Bajo",22.8,,
"2021-M10","2021 October","T001021","Cañal Bajo",25.5,,
"2021-M11","2021 November","T001021","Cañal Bajo",24.6,,
"2021-M12","2021 December","T001021","Cañal Bajo",29.9,,
"2021-M01","2021 January","T001022","El Tepual",27.1,,
"2021-M02","2021 February","T001022","El Tepual",29,,
"2021-M03","2021 March","T001022","El Tepual",26.6,,
"2021-M04","2021 April","T001022","El Tepual",21.3,,
"2021-M05","2021 May","T001022","El Tepual",16.5,,
"2021-M06","2021 June","T001022","El Tepual",15.3,,
"2021-M07","2021 July","T001022","El Tepual",12.3,,
"2021-M08","2021 August","T001022","El Tepual",16.1,,
"2021-M09","2021 September","T001022","El Tepual",21.5,,
"2021-M10","2021 October","T001022","El Tepual",25.2,,
"2021-M11","2021 November","T001022","El Tepual",23.4,,
"2021-M12","2021 December","T001022","El Tepual",23.7,,
"2021-M01","2021 January","T001023","Teniente Vidal",27.2,,
"2021-M02","2021 February","T001023","Teniente Vidal",33.8,,
"2021-M03","2021 March","T001023","Teniente Vidal",29.8,,
"2021-M04","2021 April","T001023","Teniente Vidal",19.2,,
"2021-M05","2021 May","T001023","Teniente Vidal",14.4,,
"2021-M06","2021 June","T001023","Teniente Vidal",10.9,,
"2021-M07","2021 July","T001023","Teniente Vidal",13.9,,
"2021-M08","2021 August","T001023","Teniente Vidal",16.2,,
"2021-M09","2021 September","T001023","Teniente Vidal",19.6,,
"2021-M10","2021 October","T001023","Teniente Vidal",22.2,,
"2021-M11","2021 November","T001023","Teniente Vidal",25.9,,
"2021-M12","2021 December","T001023","Teniente Vidal",31.9,,
"2021-M01","2021 January","T001024","Balmaceda",25.5,,
"2021-M02","2021 February","T001024","Balmaceda",32.8,,
"2021-M03","2021 March","T001024","Balmaceda",28,,
"2021-M04","2021 April","T001024","Balmaceda",17.8,,
"2021-M05","2021 May","T001024","Balmaceda",12.7,,
"2021-M06","2021 June","T001024","Balmaceda",10.1,,
"2021-M07","2021 July","T001024","Balmaceda",11.1,,
"2021-M08","2021 August","T001024","Balmaceda",13.7,,
"2021-M09","2021 September","T001024","Balmaceda",18.1,,
"2021-M10","2021 October","T001024","Balmaceda",20.7,,
"2021-M11","2021 November","T001024","Balmaceda",23.7,,
"2021-M12","2021 December","T001024","Balmaceda",30.6,,
"2021-M01","2021 January","T001025","Pdte. Carlos Ibáñez",20.8,,
"2021-M02","2021 February","T001025","Pdte. Carlos Ibáñez",25.9,,
"2021-M03","2021 March","T001025","Pdte. Carlos Ibáñez",21.3,,
"2021-M04","2021 April","T001025","Pdte. Carlos Ibáñez",15.8,,
"2021-M05","2021 May","T001025","Pdte. Carlos Ibáñez",11.9,,
"2021-M06","2021 June","T001025","Pdte. Carlos Ibáñez",9.3,,
"2021-M07","2021 July","T001025","Pdte. Carlos Ibáñez",9.3,,
"2021-M08","2021 August","T001025","Pdte. Carlos Ibáñez",14.3,,
"2021-M09","2021 September","T001025","Pdte. Carlos Ibáñez",14.4,,
"2021-M10","2021 October","T001025","Pdte. Carlos Ibáñez",18.7,,
"2021-M11","2021 November","T001025","Pdte. Carlos Ibáñez",23.1,,
"2021-M12","2021 December","T001025","Pdte. Carlos Ibáñez",21.3,,
"2021-M01","2021 January","T001026","Eduardo Frei Montalva",4,,
"2021-M02","2021 February","T001026","Eduardo Frei Montalva",5.9,,
"2021-M03","2021 March","T001026","Eduardo Frei Montalva",6.5,,
"2021-M04","2021 April","T001026","Eduardo Frei Montalva",4.1,,
"2021-M05","2021 May","T001026","Eduardo Frei Montalva",3.9,,
"2021-M06","2021 June","T001026","Eduardo Frei Montalva",2.4,,
"2021-M07","2021 July","T001026","Eduardo Frei Montalva",1.3,,
"2021-M08","2021 August","T001026","Eduardo Frei Montalva",5.1,,
"2021-M09","2021 September","T001026","Eduardo Frei Montalva",2,,
"2021-M10","2021 October","T001026","Eduardo Frei Montalva",1.6,,
"2021-M11","2021 November","T001026","Eduardo Frei Montalva",2.6,,
"2021-M12","2021 December","T001026","Eduardo Frei Montalva",2.5,,
"2021-M01","2021 January","T001028","El Loa",27.2,,
"2021-M02","2021 February","T001028","El Loa",27.6,,
"2021-M03","2021 March","T001028","El Loa",26.7,,
"2021-M04","2021 April","T001028","El Loa",26.3,,
"2021-M05","2021 May","T001028","El Loa",25.1,,
"2021-M06","2021 June","T001028","El Loa",24.7,,
"2021-M07","2021 July","T001028","El Loa",25.4,,
"2021-M08","2021 August","T001028","El Loa",25.6,,
"2021-M09","2021 September","T001028","El Loa",29.8,,
"2021-M10","2021 October","T001028","El Loa",26.8,,
"2021-M11","2021 November","T001028","El Loa",26,,
"2021-M12","2021 December","T001028","El Loa",28.3,,
"2022-M01","2022 January","T001001","Chacalluta",25.8,,
"2022-M02","2022 February","T001001","Chacalluta",25.9,,
"2022-M03","2022 March","T001001","Chacalluta",26.4,,
"2022-M04","2022 April","T001001","Chacalluta",23.2,,
"2022-M05","2022 May","T001001","Chacalluta",21.9,,
"2022-M06","2022 June","T001001","Chacalluta",20.2,,
"2022-M07","2022 July","T001001","Chacalluta",18.9,,
"2022-M08","2022 August","T001001","Chacalluta",18.9,,
"2022-M09","2022 September","T001001","Chacalluta",18,,
"2022-M10","2022 October","T001001","Chacalluta",20.1,,
"2022-M11","2022 November","T001001","Chacalluta",24.4,,
"2022-M12","2022 December","T001001","Chacalluta",26.3,,
"2022-M01","2022 January","T001002","Diego Aracena",26.3,,
"2022-M02","2022 February","T001002","Diego Aracena",26.8,,
"2022-M03","2022 March","T001002","Diego Aracena",27.8,,
"2022-M04","2022 April","T001002","Diego Aracena",22.7,,
"2022-M05","2022 May","T001002","Diego Aracena",20.6,,
"2022-M06","2022 June","T001002","Diego Aracena",20,,
"2022-M07","2022 July","T001002","Diego Aracena",18.7,,
"2022-M08","2022 August","T001002","Diego Aracena",18.1,,
"2022-M09","2022 September","T001002","Diego Aracena",18.3,,
"2022-M10","2022 October","T001002","Diego Aracena",19.6,,
"2022-M11","2022 November","T001002","Diego Aracena",23,,
"2022-M12","2022 December","T001002","Diego Aracena",26.5,,
"2022-M01","2022 January","T001003","Cerro Moreno",23.5,,
"2022-M02","2022 February","T001003","Cerro Moreno",23.8,,
"2022-M03","2022 March","T001003","Cerro Moreno",23.6,,
"2022-M04","2022 April","T001003","Cerro Moreno",20.8,,
"2022-M05","2022 May","T001003","Cerro Moreno",20.4,,
"2022-M06","2022 June","T001003","Cerro Moreno",18.9,,
"2022-M07","2022 July","T001003","Cerro Moreno",19.4,,
"2022-M08","2022 August","T001003","Cerro Moreno",17.4,,
"2022-M09","2022 September","T001003","Cerro Moreno",17.6,,
"2022-M10","2022 October","T001003","Cerro Moreno",18.7,,
